#PFAM_ID	DESCRIPTION
PF12749	Eukaryotic metallothionein
PF02068	Plant PEC family metallothionein
PF02069	Prokaryotic metallothionein
PF12809	Eukaryotic metallothionein
PF14455	Predicted metal binding domain
PF10118	Predicted metal-dependent hydrolase
PF13801	Heavy-metal resistance
PF09595	Metaviral_G glycoprotein
PF06652	Methuselah N-terminus
PF01420	Type I restriction modification DNA specificity domain
PF13636	RNA-binding PUA-like domain of methyltransferase RsmF
PF02086	D12 class N6 adenine-specific DNA methyltransferase
PF05971	RNA methyltransferase
PF08241	Methyltransferase domain
PF08242	Methyltransferase domain
PF08421	Putative zinc binding domain
PF08484	C-methyltransferase C-terminal domain
PF09445	RNA cap guanine-N2 methyltransferase
PF10294	Lysine methyltransferase
PF12692	S-adenosyl-L-methionine methyltransferase
PF12847	Methyltransferase domain
PF04672	S-adenosyl methyltransferase
PF02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
PF00891	O-methyltransferase domain
PF12147	Putative methyltransferase
PF05050	Methyltransferase FkbM domain
PF13383	Methyltransferase domain
PF13489	Methyltransferase domain
PF13578	Methyltransferase domain
PF13649	Methyltransferase domain
PF02636	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF01596	O-methyltransferase
PF05430	S-adenosyl-L-methionine-dependent methyltransferase
PF13847	Methyltransferase domain
PF13679	Methyltransferase domain
PF10017	Histidine-specific methyltransferase, SAM-dependent
PF11312	Putative SAM-dependent methyltransferase
PF02390	Putative methyltransferase 
PF01795	MraW methylase family
PF03492	SAM dependent carboxyl methyltransferase
PF05148	Hypothetical methyltransferase
PF08003	Protein of unknown function (DUF1698)
PF12248	Farnesoic acid 0-methyl transferase
PF05891	AdoMet dependent proline di-methyltransferase
PF14314	Virus-capping methyltransferase
PF04452	RNA methyltransferase
PF10672	S-adenosylmethionine-dependent methyltransferase
PF04013	Putative SAM-dependent RNA methyltransferase
PF02598	Putative RNA methyltransferase
PF09936	SAM-dependent RNA methyltransferase
PF01189	16S rRNA methyltransferase RsmB/F
PF17125	N-terminal domain of 16S rRNA methyltransferase RsmF
PF10119	Predicted methyltransferase regulatory domain
PF08267	Cobalamin-independent synthase, N-terminal domain
PF01717	Cobalamin-independent synthase, Catalytic domain
PF01340	Met Apo-repressor, MetJ
PF18546	Methanogen output domain 1
PF18548	Metanogen output domain 2
PF09635	MetRS-N binding domain
PF07021	Methionine biosynthesis protein MetW
PF02475	Met-10+ like-protein
PF06368	Methylaspartate mutase E chain (MutE)
PF06838	Methionine gamma-lyase 
PF02965	Vitamin B12 dependent methionine synthase, activation domain
PF17445	Mating factor A1
PF17317	Mating hormone A-factor 1&2
PF08842	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2
PF06991	Microfibril-associated/Pre-mRNA processing
PF13149	Fimbrillin-like
PF15415	Fimbrillin-like
PF07777	G-box binding protein MFMR
PF16596	Disordered region downstream of MFMR
PF04202	Foot protein 3
PF12150	Cytosolic motility protein
PF17352	Male Flower Specific protein 18
PF07690	Major Facilitator Superfamily
PF12832	MFS_1 like family
PF13347	MFS/sugar transport protein
PF05977	Transmembrane secretion effector
PF06779	Uncharacterised MFS-type transporter YbfB
PF05631	Sugar-tranasporters, 12 TM
PF16983	Molybdate transporter of MFS superfamily
PF07672	Mycoplasma MFS transporter
PF04648	Yeast mating factor alpha hormone
PF05436	Mating factor alpha precursor N-terminus
PF07109	Magnesium-protoporphyrin IX methyltransferase C-terminus
PF17790	Macroglobulin domain MG1
PF01835	MG2 domain
PF09644	Mg296 protein
PF17791	Macroglobulin domain MG3
PF17789	Macroglobulin domain MG4
PF05043	Mga helix-turn-helix domain
PF05060	N-acetylglucosaminyltransferase II (MGAT2)
PF05283	Multi-glycosylated core protein 24 (MGC-24), sialomucin
PF06925	Monogalactosyldiacylglycerol (MGDG) synthase
PF06420	Mitochondrial genome maintenance MGM101
PF19342	MGP3 C-terminal domain
PF05220	MgpC adhesin
PF08602	Mgr1-like, i-AAA protease complex subunit
PF13998	MgrB protein
PF02142	MGS-like domain
PF12002	MgsA AAA+ ATPase C terminal
PF02308	MgtC family
PF01769	Divalent cation transporter
PF03448	MgtE intracellular N domain
PF17059	MgtA leader peptide
PF01078	Magnesium chelatase, subunit ChlI
PF13335	Magnesium chelatase, subunit ChlI C-terminal
PF05653	Magnesium transporter NIPA
PF03165	MH1 domain
PF03166	MH2 domain
PF16525	Haemophore, haem-binding
PF09307	CLIP, MHC2 interacting
PF08831	Class II MHC-associated invariant chain trimerisation domain
PF00129	Class I Histocompatibility antigen, domains alpha 1 and 2
PF00993	Class II histocompatibility antigen, alpha domain
PF00969	Class II histocompatibility antigen, beta domain
PF14586	Class I Histocompatibility antigen, NKG2D ligand, domains 1 and 2
PF16497	MHC-I family domain
PF06623	MHC_I C-terminus
PF12829	Transcriptional regulation of mitochondrial recombination
PF03707	Bacterial signalling protein N terminal repeat
PF06175	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
PF13794	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)-like
PF09117	MiAMP1
PF02426	Muconolactone delta-isomerase
PF06701	Mib_herc2
PF07035	Colon cancer-associated protein Mic1-like
PF05300	MICOS complex subunit MIC19/MIC25
PF12258	Microcephalin protein
PF03526	Colicin E1 (microcin) immunity protein
PF16796	Microtubule binding
PF13931	Kinesin-associated microtubule-binding
PF04687	Microvirus H protein (pilot protein)
PF04726	Microvirus J protein
PF04517	Microvirus lysis protein (E), C terminus
PF17018	Spore wall protein
PF12929	Stretch-activated Ca2+-permeable channel component
PF04478	Mid2 like cell wall stress sensor
PF18296	MID domain of medPIWI
PF18157	MID domain of pPIWI_RE
PF16026	Mitochondria-eating protein
PF19426	Mesoderm induction early response protein 1 beta C-terminal
PF01187	Macrophage migration inhibitory factor (MIF)
PF15624	Kinetochore CENP-C fungal homologue, Mif2, N-terminal
PF14877	Mitochondrial translation initiation factor
PF02854	MIF4G domain
PF09088	MIF4G like
PF09090	MIF4G like
PF05644	Mitochondrial and peroxisomal fission factor Mff
PF07395	Mig-14
PF06664	Wnt-binding factor required for Wnt secretion
PF10265	Mitoguardin
PF15734	Migration and invasion-inhibitory
PF12448	Kinesin associated protein
PF19117	Mitochondrial import 2
PF06789	MINAR1 C-terminal domain
PF03775	Septum formation inhibitor MinC, C-terminal domain
PF05209	Septum formation inhibitor MinC, N-terminal domain
PF04424	MINDY deubiquitinase
PF03776	Septum formation topological specificity factor MinE
PF10665	Minor capsid protein
PF11114	Minor capsid protein
PF12691	Bacteriophage minor capsid protein
PF06763	Prophage minor tail protein Z (GPZ)
PF05153	Myo-inositol oxygenase
PF00230	Major intrinsic protein
PF10243	Microtubule-binding protein MIP-T3 CH-like domain
PF17749	Microtubule-binding protein MIP-T3 C-terminal region
PF06629	MltA-interacting protein MipA
PF09140	ATPase MipZ
PF02815	MIR domain
PF05859	Mis12 protein
PF08202	Mis12-Mtw1 protein family
PF08641	Kinetochore protein Mis14 like
PF10644	Misato Segment II tubulin-like domain
PF15822	MAPK-interacting and spindle-stabilising protein-like
PF11458	Membrane-integrating protein Mistic
PF04212	MIT (microtubule interacting and transport) domain
PF15951	MITF/TFEB/TFEC/TFE3 N-terminus
PF13012	Maintenance of mitochondrial structure and function
PF11093	Mitochondrial export protein Som1
PF09776	Mitochondrial ribosomal protein L55
PF18126	Mitochondrial ribosomal protein mL59
PF09731	Mitochondrial inner membrane protein
PF10660	Iron-containing outer mitochondrial membrane protein N-terminus  
PF05919	Mitovirus RNA-dependent RNA polymerase
PF00153	Mitochondrial carrier protein
PF06258	Mitochondrial fission ELM1
PF05308	Mitochondrial fission regulator
PF14972	Mitochondrial morphogenesis regulator
PF16565	Phospholipase D-like domain at C-terminus of MIT
PF10173	Mitochondrial K+-H+ exchange-related
PF17556	MIT-like atracotoxin family
PF08039	Mitochondrial proteolipid
PF11709	Mitochondrial ribosomal protein subunit 
PF14724	Mitochondrial-associated sphingomyelin phosphodiesterase
PF18529	Mitochondrial membrane-anchored proteins
PF04457	MJ1316 RNA cyclic group end recognition domain
PF16540	Arf6-interacting domain of mitotic kinesin-like protein 1
PF15815	E3 ubiquitin-protein ligase makorin, C-terminal
PF12246	Temperature dependent protein affecting M2 dsRNA replication
PF12247	Temperature dependent protein affecting M2 dsRNA replication
PF04333	MlaA lipoprotein
PF05494	MlaC protein
PF02470	MlaD protein
PF02405	Permease MlaE
PF14991	Protein melan-A
PF11647	Membrane Localization Domain
PF10248	Myelodysplasia-myeloid leukemia factor 1-interacting protein
PF16413	DNA mismatch repair protein Mlh1 C-terminus
PF09864	Membrane-bound lysozyme-inhibitor of c-type lysozyme
PF15274	Muscular LMNA-interacting protein
PF03094	Mlo family
PF03304	Mlp lipoprotein family
PF07171	MlrC C-terminus
PF03562	MltA specific insert domain
PF11873	Membrane-bound lytic murein transglycosylase C, N-terminal domain
PF06474	MltD lipid attachment motif
PF17765	MmyB-like transcription regulator ligand binding domain
PF18697	Murine leukemia virus (MLV) integrase (IN) C-terminal domain
PF16690	Methylmalonic aciduria and homocystinuria type C family
PF10229	Methylmalonic aciduria and homocystinuria type D protein
PF06319	DNA repair protein MmcB-like
PF03972	MmgE/PrpD N-terminal domain
PF19305	MmgE/PrpD C-terminal domain
PF10270	Membrane magnesium transporter
PF09448	Methylmuconolactone methyl-isomerase 
PF10296	Maintenance of mitochondrial morphology protein 1
PF02406	MmoB/DmpM family 
PF03176	MMPL family
PF08505	Mitochondrial Myo2 receptor-related protein
PF01926	50S ribosome-binding GTPase
PF08438	GTPase of unknown function C-terminal
PF16897	C-terminal region of MMR_HSR1 domain
PF12460	RNAPII transcription regulator C-terminal
PF14500	Dos2-interacting transcription regulator of RNA-Pol-II
PF10433	Mono-functional DNA-alkylating methyl methanesulfonate N-term
PF14911	S-phase genomic integrity recombination mediator, C-terminal
PF14910	S-phase genomic integrity recombination mediator, N-terminal
PF10159	Multiple myeloma tumor-associated
PF01054	Mouse mammary tumour virus superantigen
PF17119	Mitochondrial protein up-regulated during meiosis
PF01642	Methylmalonyl-CoA mutase
PF03962	Mnd1 HTH domain
PF13762	Mitochondrial splicing apparatus component
PF04039	Domain related to MnhB subunit of Na+/H+ antiporter
PF01899	Na+/H+ ion antiporter subunit
PF12631	MnmE helical domain
PF07657	N terminus of Notch ligand
PF15718	Protein moonraker
PF06692	Melon necrotic spot virus P7B protein
PF02659	Putative manganese efflux pump
PF05067	Manganese containing catalase
PF03404	Mo-co oxidoreductase dimerisation domain
PF06967	Mo-dependent nitrogenase C-terminus
PF08569	Mo25-like
PF01967	MoaC family
PF02391	MoaE protein
PF10703	MoaF N-terminal domain
PF17409	MoaF C-terminal domain
PF03637	Mob1/phocein family
PF03389	MobA/MobL family
PF03205	Molybdopterin guanine dinucleotide synthesis protein B
PF05713	Bacterial mobilisation protein (MobC)
PF19514	MobC-like protein
PF19456	MobI protein
PF17511	Mobilization protein B
PF18555	MobL relaxases
PF01076	Plasmid recombination enzyme
PF06463	Molybdenum Cofactor Synthesis C
PF00994	Probable molybdopterin binding domain
PF07200	Modifier of rudimentary (Mod(r)) protein
PF03454	MoeA C-terminal region (domain IV)
PF03453	MoeA N-terminal region (domain I and II)
PF16005	KH-like RNA-binding domain
PF05161	MOFRL family
PF04603	Ran-interacting Mog1 protein
PF12181	DNA binding domain of the motility gene repressor (MogR)
PF17175	Modulator of levamisole receptor-1
PF00384	Molybdopterin oxidoreductase
PF18364	Molybdopterin oxidoreductase N-terminal domain
PF04879	Molybdopterin oxidoreductase Fe4S4 domain
PF01568	Molydopterin dinucleotide binding domain
PF16206	C-terminal region of Mon2 protein
PF09200	Monellin
PF15626	single CXXC unit
PF14318	Mononegavirales mRNA-capping region V
PF00946	Mononegavirales RNA dependent RNA polymerase 
PF04744	Monooxygenase subunit B protein
PF08765	Mor transcription activator family
PF14225	Cell morphogenesis C-terminal
PF14228	Cell morphogenesis central region
PF14222	Cell morphogenesis N-terminal
PF17942	Morc6 ribosomal protein S5 domain 2-like
PF06451	Moricin
PF02493	MORN repeat
PF07661	MORN repeat variant
PF03473	MOSC domain
PF03476	MOSC N-terminal beta barrel domain
PF02722	Major Outer Sheath Protein C-terminal domain
PF02707	Major Outer Sheath Protein N-terminal region
PF09114	Transcription factor MotA, activation domain
PF01618	MotA/TolQ/ExbB proton channel family
PF17613	Modifier of transcription
PF13677	Membrane MotB of proton-channel complex MotA/MotB 
PF09158	Bacteriophage T4 MotA, C-terminal
PF00635	MSP (Major sperm protein) domain
PF04643	Motilin/ghrelin-associated peptide
PF04644	Motilin/ghrelin
PF18393	MotY N-terminal domain
PF04870	Moulting cycle
PF12554	Mitotic-spindle organizing gamma-tubulin ring associated
PF12926	Mitotic-spindle organizing gamma-tubulin ring associated
PF01853	MOZ/SAS family
PF01107	Viral movement protein (MP)
PF09995	ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain
PF03650	Mitochondrial pyruvate carriers
PF16667	Unstructured region 10 on multiple PDZ protein
PF15502	M-phase-specific PLK1-interacting protein
PF17234	Mitochondrial peculiar membrane protein 1
PF04006	Mpp10 protein
PF10175	M-phase phosphoprotein 6
PF07668	M penetrans paralogue family 1
PF07666	M penetrans paralogue family 26
PF17523	MinK-related peptide, potassium channel accessory sub-unit protein 4
PF17060	Monopolar spindle protein 2
PF10070	Na+-translocating membrane potential-generating system (MpsB)
PF10057	Na+-translocating membrane potential-generating system (MpsC)
PF18818	Zincin-like metallopeptidase
PF09176	Methylene-tetrahydromethanopterin dehydrogenase, N-terminal
PF04117	Mpv17 / PMP22 family 
PF06716	Movement protein p6
PF06039	Malate:quinone oxidoreductase (Mqo)
PF15731	Antitoxin component of bacterial toxin-antitoxin system, MqsA
PF15723	Motility quorum-sensing regulator, toxin of MqsA
PF15183	Melanocortin-2 receptor accessory protein family
PF10555	Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1 
PF02381	MraZ protein, putative antitoxin-like
PF09444	MRC1-like domain
PF12102	MrcB-like, N-terminal domain
PF04152	Mre11 DNA-binding presumed domain 
PF06723	MreB/Mbl protein
PF04085	rod shape-determining protein MreC
PF04093	rod shape-determining protein MreD
PF15812	Melanoregulin
PF15155	MORF4 family-associated protein1
PF13888	Myelin gene regulatory factor C-terminal domain 2
PF05712	MRG
PF15325	Modulator of retrovirus infection
PF03022	Major royal jelly protein
PF03919	mRNA capping enzyme, C-terminal domain
PF01331	mRNA capping enzyme, catalytic domain
PF16741	mRNA-decapping enzyme C-terminus
PF13929	mRNA stabilisation
PF02940	mRNA capping enzyme, beta chain
PF15749	MRN-interacting protein
PF09387	Mitochondrial RNA binding protein MRP
PF14978	Mitochondrial ribosome protein 63
PF12824	Mitochondrial ribosomal protein subunit L20
PF09809	Mitochondrial ribosomal protein L27
PF09812	Mitochondrial ribosomal protein L28
PF11788	39S mitochondrial ribosomal protein L46 
PF06984	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF10244	Mitochondrial ribosomal subunit
PF10245	Mitochondrial 28S ribosomal protein S22
PF10484	Mitochondrial ribosomal protein S23
PF14955	Mitochondrial ribosome subunit S24
PF13741	Mitochondrial ribosomal protein S25
PF14943	Mitochondrial ribosome subunit S26
PF10037	Mitochondrial 28S ribosomal protein S27
PF10213	Mitochondrial ribosomal subunit protein 
PF15433	Mitochondrial 28S ribosomal protein S31
PF10210	Mitochondrial 28S ribosomal protein S32
PF08293	Mitochondrial ribosomal subunit S27
PF16053	Mitochondrial 28S ribosomal protein S34
PF10246	Mitochondrial ribosomal protein MRP-S35
PF04066	Multiple resistance and pH regulation protein F (MrpF / PhaF)
PF18699	Mitoribosomal protein mL52 
PF18502	54S ribosomal protein L8 C-terminal domain
PF10780	39S ribosomal protein L53/MRP-L53
PF04471	Restriction endonuclease
PF13156	Restriction endonuclease
PF14338	Mrr N-terminal domain
PF05781	MRVI1 protein
PF10906	MIOREX complex component 7 
PF13378	Enolase C-terminal domain-like
PF02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain
PF12238	Merozoite surface antigen 2c
PF17077	Mitotic spindle associated protein SHE1
PF00985	Merozoite Surface Antigen 2 (MSA-2) family
PF09402	Man1-Src1p-C-terminal domain
PF01741	Large-conductance mechanosensitive channel, MscL
PF12795	Mechanosensitive ion channel porin domain
PF12794	Mechanosensitive ion channel inner membrane domain 1
PF02349	Major surface glycoprotein
PF12373	Major surface glycoprotein 2 C terminal
PF16801	Dimerisation domain of Male-specific-Lethal 1
PF16682	CXC domain of E3 ubiquitin-protein ligase MSL2
PF14477	Membrane-polarising domain of Mso1
PF14475	Sec1-binding region of Mso1
PF01716	Manganese-stabilising protein / photosystem II polypeptide
